"Region","County","District","District Name","Charter Status","Staff_Category","Staff","FTE Count","Total Base Pay","Average Base Pay"
"07","ANDERSON COUNTY","001902","CAYUGA ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","1.00","45399","45404"
"07","ANDERSON COUNTY","001902","CAYUGA ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SPEECH THRPST/SPEECH-LANG PATH","5.00","240091","48019"
"07","ANDERSON COUNTY","001902","CAYUGA ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TEACHER FACILITATOR","0.12","5243","45004"
"07","ANDERSON COUNTY","001902","CAYUGA ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","WORK-BASED LEARNING SITE COOR","1.00","47849","47844"
"07","ANDERSON COUNTY","001902","CAYUGA ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","20.78","1041448","50111"
"07","ANDERSON COUNTY","001902","CAYUGA ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","1.00","77723","77723"
"07","ANDERSON COUNTY","001902","CAYUGA ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","3.00","197454","65818"
"07","ANDERSON COUNTY","001902","CAYUGA ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","93862","93862"
"07","ANDERSON COUNTY","001902","CAYUGA ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TAX ASSESSOR AND/OR COLLECTOR","0.50","21236","42472"
"07","ANDERSON COUNTY","001902","CAYUGA ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","5.50","390275","70959"
"07","ANDERSON COUNTY","001902","CAYUGA ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","80.50","3876104","48148"
"07","ANDERSON COUNTY","001902","CAYUGA ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","34.29","489226","14269"
"07","ANDERSON COUNTY","001902","CAYUGA ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","34.29","489226","14269"
"07","ANDERSON COUNTY","001902","CAYUGA ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","28.74","594365","20682"
"07","ANDERSON COUNTY","001902","CAYUGA ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","143.53","4959695","34556"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","4.09","169538","41497"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","4.52","184717","40896"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","32.79","1288196","39283"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","2.61","98439","37713"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","42.15","1751281","41547"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","10.42","422839","40562"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","96.58","3915010","40536"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","2.07","93809","45288"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","1.04","43834","42160"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","3.00","155048","51683"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","1.00","28476","28476"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","WORK-BASED LEARNING SITE COOR","0.55","26501","48236"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","7.66","347668","45385"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","1.00","52285","52285"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","2.00","125455","62728"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","4.00","248550","62138"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","109350","109350"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","8.00","535640","66955"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","112.24","4798318","42750"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","15.68","285437","18201"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","15.68","285437","18201"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","27.93","636683","22800"
"07","ANDERSON COUNTY","001903","ELKHART ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","155.85","5720438","36705"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","0.63","19836","31491"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","3.11","132505","42598"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","18.88","848429","44946"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","30.64","1269377","41433"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","2.62","100479","38336"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","55.88","2370626","42427"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","3.00","148656","49552"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","1.12","76454","68007"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","1.00","33605","33605"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","5.12","258715","50489"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASST/ASSOC/DEPUTY SUPERINTEND.","1.00","70650","70650"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","3.00","209220","69740"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","92000","92000"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","5.00","371870","74374"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","66.00","3001211","45473"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","10.00","165528","16553"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","10.00","165528","16553"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","28.62","687051","24010"
"07","ANDERSON COUNTY","001904","FRANKSTON ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","104.61","3853790","36838"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","2.23","73933","33081"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","14.44","610332","42267"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","0.62","25488","41163"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","14.13","614763","43497"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","2.57","92988","36141"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","34.00","1417504","41691"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","1.00","52542","52542"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","1.00","35698","35698"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","2.00","88240","44120"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","2.00","130000","65000"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","87150","87150"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","3.00","217150","72383"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","39.00","1722894","44177"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","5.96","98257","16479"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","5.96","98257","16479"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","14.76","354783","24029"
"07","ANDERSON COUNTY","001906","NECHES ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","59.73","2175934","36431"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","10.00","390470","39047"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","19.09","726234","38037"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","89.87","3604516","40107"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","0.31","15393","50075"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","95.40","4294968","45021"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","38.06","1698236","44615"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","252.74","10729817","42455"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","8.00","408495","51062"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","DEPARTMENT HEAD","0.46","26185","57222"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","EDUCATIONAL DIAGNOSTICIAN","4.00","201825","50456"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","1.00","45515","45515"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHER CAMP PROF PERSONNEL","2.00","116850","58425"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","3.67","237782","64819"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","6.00","150008","25001"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SPEECH THRPST/SPEECH-LANG PATH","1.00","67058","67058"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TRUANT OFF/VISIT TEACHER","1.00","65024","65024"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","WORK-BASED LEARNING SITE COOR","0.63","33712","53123"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","27.76","1352454","48718"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","8.53","555419","65077"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASST/ASSOC/DEPUTY SUPERINTEND.","2.00","192200","96100"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ATHLETIC DIRECTOR","0.44","37817","85850"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","85600","85600"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","2.00","145354","72677"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","6.00","449114","74852"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","135175","135175"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TEACHER SUPERVISOR","3.40","188399","55411"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","24.38","1789078","73397"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","304.87","13871349","45499"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","70.05","1089462","15552"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","70.05","1089462","15552"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","89.07","2075635","23304"
"07","ANDERSON COUNTY","001907","PALESTINE ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","463.99","17036446","36717"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","2.00","94954","47477"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","7.59","303128","39928"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","52.00","2027486","38992"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","2.40","110819","46238"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","51.96","2121925","40835"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","6.31","258684","41002"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","NOT APPLICABLE","0.95","29556","31102"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","123.21","4946552","40147"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","4.00","205785","51446"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","EDUCATIONAL DIAGNOSTICIAN","1.00","57704","57704"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","1.00","48708","48708"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","4.88","195376","40036"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","2.00","72264","36132"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","12.88","579837","45018"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","3.00","147881","49294"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASST/ASSOC/DEPUTY SUPERINTEND.","0.50","51105","102210"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ATHLETIC DIRECTOR","0.41","27855","67626"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","57870","57870"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","1.00","63400","63400"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","3.50","243395","69541"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","128130","128130"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","10.41","719636","69117"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","146.50","6246025","42635"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","24.26","336548","13871"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","24.26","336548","13871"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","46.16","946399","20501"
"07","ANDERSON COUNTY","001908","WESTWOOD ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","216.93","7528972","34707"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","2.00","93313","46657"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","3.48","150466","43260"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","13.28","574823","43292"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","1.34","51411","38493"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","13.46","585776","43532"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","3.72","153203","41229"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","37.26","1608992","43179"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","1.00","47201","47201"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","1.00","40252","40252"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","2.00","87453","43727"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","53785","53785"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","2.00","129005","64503"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","88100","88100"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","4.00","270890","67723"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","43.26","1967335","45473"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","15.81","309045","19544"
"07","ANDERSON COUNTY","001909","SLOCUM ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","59.08","2276380","38533"
"18","ANDREWS COUNTY","002901","ANDREWS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","3.91","220375","56407"
"18","ANDREWS COUNTY","002901","ANDREWS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","15.71","844862","53784"
"18","ANDREWS COUNTY","002901","ANDREWS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","99.04","5325342","53770"
"18","ANDREWS COUNTY","002901","ANDREWS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","2.43","128047","52705"
"18","ANDREWS COUNTY","002901","ANDREWS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","89.38","5209959","58288"
"18","ANDREWS COUNTY","002901","ANDREWS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","26.52","1438193","54239"
