"DIST_SPEN","DIST_SPER","DIST_SPED","DIST_OVRN","DIST_OVRR","DIST_OVRD","DIST_MIGN","DIST_MIGR","DIST_MIGD","DIST_LEPN","DIST_LEPR","DIST_LEPD","DIST_IMMN","DIST_IMMR","DIST_IMMD","DIST_GFTN","DIST_GFTR","DIST_GFTD","DIST_ECNN","DIST_ECNR","DIST_ECND","DIST_CTEN","DIST_CTER","DIST_CTED","DIST_TTLN","DIST_TTLR","DIST_TTLD","DIST_BEN","DIST_BER","DIST_BED","DIST_ATRN","DIST_ATRR","DIST_ATRD","DIST_MUN","DIST_MUR","DIST_MUD","DIST_PIN","DIST_PIR","DIST_PID","DIST_WHN","DIST_WHR","DIST_WHD","DIST_NAN","DIST_NAR","DIST_NAD","DIST_HSN","DIST_HSR","DIST_HSD","DIST_ASN","DIST_ASR","DIST_ASD","DIST_AAN","DIST_AAR","DIST_AAD","DIST_FEMN","DIST_FEMR","DIST_FEMD","DIST_MALN","DIST_MALR","DIST_MALD","DIST_ALLN","DIST_ALLR","DIST_ALLD","DISTRICT","Gradespan","cntyname","regnname","distname","COUNTY","REGION"
"0","0.0","8","0","0.0","19",".",".",".","0","0.0","2","0","0.0","2","0","0.0","10","0","0.0","29",".",".",".","0","0.0","78","0","0.0","2","0","0.0","30","0","0.0","1",".",".",".","0","0.0","66",".",".",".","0","0.0","8",".",".",".","0","0.0","3","0","0.0","38","0","0.0","40","0","0.0","78","001906","78","Anderson County","Kilgore","Neches ISD","001","07"
"0","0.0","22","0","0.0","18",".",".",".",".",".",".",".",".",".","0","0.0","6","0","0.0","37","0","0.0","31","0","0.0","92",".",".",".","0","0.0","38","0","0.0","4",".",".",".","0","0.0","67",".",".",".","0","0.0","8",".",".",".","0","0.0","13","0","0.0","44","0","0.0","48","0","0.0","92","001906","912","Anderson County","Kilgore","Neches ISD","001","07"
"0","0.0","176","0","0.0","484","0","0.0","4","0","0.0","45","0","0.0","8","0","0.0","65","0","0.0","759","0","0.0","275","0","0.0","1,520","0","0.0","40","0","0.0","734","0","0.0","10","0","0.0","1","0","0.0","562",".",".",".","0","0.0","516","0","0.0","11","0","0.0","420","0","0.0","660","0","0.0","860","0","0.0","1,520","001907","712","Anderson County","Kilgore","Palestine ISD","001","07"
"0","0.0","46","0","0.0","148","0","0.0","1","0","0.0","12","0","0.0","1","0","0.0","20","0","0.0","300",".",".",".","0","0.0","494","0","0.0","9","0","0.0","252","0","0.0","1",".",".",".","0","0.0","178",".",".",".","0","0.0","169","0","0.0","4","0","0.0","142","0","0.0","233","0","0.0","261","0","0.0","494","001907","78","Anderson County","Kilgore","Palestine ISD","001","07"
"0","0.0","130","0","0.0","336","0","0.0","3","0","0.0","33","0","0.0","7","0","0.0","45","0","0.0","459","0","0.0","275","0","0.0","1,026","0","0.0","31","0","0.0","482","0","0.0","9","0","0.0","1","0","0.0","384",".",".",".","0","0.0","347","0","0.0","7","0","0.0","278","0","0.0","427","0","0.0","599","0","0.0","1,026","001907","912","Anderson County","Kilgore","Palestine ISD","001","07"
"-","0.9","<200","-","0.8","<300",".",".",".","0","0.0","4","0","0.0","5","0","0.0","40","0","0.0","334","0","0.0","39",".",".",".","0","0.0","4","0","0.0","389","0","0.0","25","0","0.0","1","-","0.2","<500","0","0.0","4","-","0.9","<200","0","0.0","7","0","0.0","149","-","0.5","<400","-","0.0","<400","-","0.3","<800","001908","712","Anderson County","Kilgore","Westwood ISD","001","07"
"0","0.0","21","0","0.0","83",".",".",".","0","0.0","2",".",".",".","0","0.0","14","0","0.0","122",".",".",".",".",".",".","0","0.0","3","0","0.0","135","0","0.0","11","0","0.0","1","0","0.0","170","0","0.0","1","0","0.0","32","0","0.0","3","0","0.0","50","0","0.0","144","0","0.0","124","0","0.0","268","001908","78","Anderson County","Kilgore","Westwood ISD","001","07"
"-","1.1","<100","-","1.3","<200",".",".",".","0","0.0","2","0","0.0","5","0","0.0","26","0","0.0","212","0","0.0","39",".",".",".","0","0.0","1","0","0.0","254","0","0.0","14",".",".",".","-","0.3","<400","0","0.0","3","-","1.2","<100","0","0.0","4","0","0.0","99","-","0.8","<300","-","0.0","<300","-","0.4","<600","001908","912","Anderson County","Kilgore","Westwood ISD","001","07"
"-","3.1","<100","-","2.2","<100",".",".",".",".",".",".",".",".",".","0","0.0","23","-","1.5","<100","-","0.9","<200","-","0.5","<200",".",".",".","-","1.3","<100","0","0.0","4",".",".",".","-","0.6","<200",".",".",".","0","0.0","7",".",".",".","0","0.0","4","-","0.0","<200","-","1.1","<100","-","0.5","<200","001909","712","Anderson County","Kilgore","Slocum ISD","001","07"
"0","0.0","7","0","0.0","14",".",".",".",".",".",".",".",".",".","0","0.0","7","0","0.0","20",".",".",".","0","0.0","68",".",".",".","0","0.0","27",".",".",".",".",".",".","0","0.0","63",".",".",".","0","0.0","3",".",".",".","0","0.0","2","0","0.0","40","0","0.0","28","0","0.0","68","001909","78","Anderson County","Kilgore","Slocum ISD","001","07"
"-","4.0","<100","-","3.2","<100",".",".",".",".",".",".",".",".",".","0","0.0","16","-","2.1","<100","-","0.9","<200","-","0.8","<200",".",".",".","-","2.0","<100","0","0.0","4",".",".",".","-","0.9","<200",".",".",".","0","0.0","4",".",".",".","0","0.0","2","-","0.0","<100","-","1.7","<100","-","0.8","<200","001909","912","Anderson County","Kilgore","Slocum ISD","001","07"
"-","1.1","<200","5","1.5","337","0","0.0","8","-","1.1","<100","0","0.0","11","0","0.0","98","-","0.7","<500","-","1.0","<400","8","0.6","1,438","-","3.3","<100","-","0.4","<600","0","0.0","16",".",".",".","-","0.7","<600","0","0.0","2","-","0.5","<900","0","0.0","12","0","0.0","25","-","0.4","<700","-","0.7","<800","8","0.6","1,440","002901","712","Andrews County","Midland","Andrews ISD","002","18"
"0","0.0","55","0","0.0","108","0","0.0","5","0","0.0","23","0","0.0","9","0","0.0","27","0","0.0","195",".",".",".","0","0.0","489","0","0.0","12","0","0.0","199","0","0.0","8",".",".",".","0","0.0","174","0","0.0","1","0","0.0","301","0","0.0","3","0","0.0","4","0","0.0","240","0","0.0","251","0","0.0","491","002901","78","Andrews County","Midland","Andrews ISD","002","18"
"-","1.6","<200","5","2.2","229","0","0.0","3","-","1.5","<100","0","0.0","2","0","0.0","71","-","1.2","<300","-","1.0","<400","8","0.8","949","-","5.6","<100","-","0.6","<400","0","0.0","8",".",".",".","-","1.1","<400","0","0.0","1","-","0.7","<600","0","0.0","9","0","0.0","21","-","0.7","<500","-","1.0","<500","8","0.8","949","002901","912","Andrews County","Midland","Andrews ISD","002","18"
"0","0.0","12","0","0.0","21",".",".",".",".",".",".",".",".",".",".",".",".","0","0.0","28",".",".",".","0","0.0","76",".",".",".","0","0.0","11","0","0.0","2",".",".",".","0","0.0","53",".",".",".","0","0.0","9","0","0.0","1","0","0.0","11","0","0.0","29","0","0.0","47","0","0.0","76","003801","712","Angelina County","Kilgore","Pineywoods Community Academy","003","07"
"0","0.0","9","0","0.0","15",".",".",".",".",".",".",".",".",".",".",".",".","0","0.0","20",".",".",".","0","0.0","58",".",".",".","0","0.0","9","0","0.0","1",".",".",".","0","0.0","39",".",".",".","0","0.0","7","0","0.0","1","0","0.0","10","0","0.0","20","0","0.0","38","0","0.0","58","003801","78","Angelina County","Kilgore","Pineywoods Community Academy","003","07"
"0","0.0","3","0","0.0","6",".",".",".",".",".",".",".",".",".",".",".",".","0","0.0","8",".",".",".","0","0.0","18",".",".",".","0","0.0","2","0","0.0","1",".",".",".","0","0.0","14",".",".",".","0","0.0","2",".",".",".","0","0.0","1","0","0.0","9","0","0.0","9","0","0.0","18","003801","912","Angelina County","Kilgore","Pineywoods Community Academy","003","07"
"-","2.8","<200","8","2.7","292",".",".",".","0","0.0","10","0","0.0","4","0","0.0","79","-","0.4","<600","-","0.6","<400","6","0.5","1,183","0","0.0","5","-","1.1","<300","0","0.0","33","0","0.0","1","8","0.9","877","0","0.0","11","0","0.0","214","0","0.0","17","0","0.0","51","-","0.9","<600","-","0.5","<700","8","0.7","1,204","003902","712","Angelina County","Kilgore","Hudson ISD","003","07"
"0","0.0","40","0","0.0","105",".",".",".","0","0.0","8","0","0.0","2","0","0.0","22","0","0.0","222",".",".",".","0","0.0","434","0","0.0","4","0","0.0","79","0","0.0","15","0","0.0","1","0","0.0","288","0","0.0","6","0","0.0","102","0","0.0","7","0","0.0","20","0","0.0","201","0","0.0","238","0","0.0","439","003902","78","Angelina County","Kilgore","Hudson ISD","003","07"
"-","4.5","<100","8","4.3","187",".",".",".","0","0.0","2","0","0.0","2","0","0.0","57","-","0.7","<300","-","0.6","<400","6","0.8","749","0","0.0","1","-","1.6","<200","0","0.0","18",".",".",".","8","1.4","589","0","0.0","5","0","0.0","112","0","0.0","10","0","0.0","31","-","1.3","<400","-","0.8","<400","8","1.0","765","003902","912","Angelina County","Kilgore","Hudson ISD","003","07"
"25","3.6","697","70","7.1","986","0","0.0","2","8","6.2","129","0","0.0","23","-","0.2","<500","33","1.5","2,168","-","1.0","<500",".",".",".","-","1.3","<300","39","2.9","1,359","0","0.0","53","0","0.0","3","22","1.6","1,360","0","0.0","11","30","2.6","1,157","0","0.0","45","35","3.2","1,103","33","1.8","1,866","54","2.9","1,866","87","2.3","3,732","003903","712","Angelina County","Kilgore","Lufkin ISD","003","07"
"-","0.5","<300","-","0.7","<300","0","0.0","1","0","0.0","45","0","0.0","6","0","0.0","139","-","0.3","<800",".",".",".",".",".",".","0","0.0","107","-","0.3","<400","0","0.0","11","0","0.0","2","-","0.2","<500","0","0.0","4","0","0.0","406","0","0.0","14","-","0.3","<400","-","0.2","<700","-","0.2","<700","-","0.2","<1,300","003903","78","Angelina County","Kilgore","Lufkin ISD","003","07"
"-","5.0","<500","-","9.6","<800","0","0.0","1","8","9.5","84","0","0.0","17","-","0.3","<400","-","2.3","<1,400","-","1.0","<500",".",".",".","-","2.1","<200","-","3.9","<1,000","0","0.0","42","0","0.0","1","-","2.3","<1,000","0","0.0","7","30","4.0","751","0","0.0","31","-","4.7","<800","-","2.6","<1,300","-","4.3","<1,300","-","3.4","<2,500","003903","912","Angelina County","Kilgore","Lufkin ISD","003","07"
"0","0.0","119","-","1.0","<300",".",".",".","0","0.0","1",".",".",".","0","0.0","69","-","0.6","<400","-","0.5","<600","6","0.6","929",".",".",".","-","1.1","<400","0","0.0","11",".",".",".","-","0.5","<900","0","0.0","3","-","4.3","<100",".",".",".","0","0.0","27","-","1.1","<500","-","0.2","<500","6","0.6","929","003904","712","Angelina County","Kilgore","Huntington ISD","003","07"
"0","0.0","19","0","0.0","54",".",".",".","0","0.0","1",".",".",".","0","0.0","30","0","0.0","131",".",".",".","0","0.0","293",".",".",".","0","0.0","79","0","0.0","4",".",".",".","0","0.0","264",".",".",".","0","0.0","18",".",".",".","0","0.0","7","0","0.0","146","0","0.0","147","0","0.0","293","003904","78","Angelina County","Kilgore","Huntington ISD","003","07"
"0","0.0","100","-","1.3","<200",".",".",".",".",".",".",".",".",".","0","0.0","39","-","0.9","<300","-","0.5","<600","6","0.9","636",".",".",".","-","1.4","<300","0","0.0","7",".",".",".","-","0.7","<600","0","0.0","3","-","6.9","<100",".",".",".","0","0.0","20","-","1.6","<400","-","0.3","<400","6","0.9","636","003904","912","Angelina County","Kilgore","Huntington ISD","003","07"
"0","0.0","89","5","3.0","166",".",".",".","0","0.0","39",".",".",".","0","0.0","45","-","0.2","<500","0","0.0","263","5","0.6","794","0","0.0","41","-","0.8","<400","0","0.0","4","0","0.0","1","-","1.0","<400","0","0.0","2","-","0.3","<400","0","0.0","2","-","0.8","<200","-","0.8","<400","-","0.5","<500","5","0.6","795","003905","712","Angelina County","Kilgore","Diboll ISD","003","07"
"0","0.0","23","0","0.0","56",".",".",".","0","0.0","19",".",".",".","0","0.0","17","0","0.0","203",".",".",".","0","0.0","270","0","0.0","23","0","0.0","108","0","0.0","1","0","0.0","1","0","0.0","85","0","0.0","2","0","0.0","141","0","0.0","1","0","0.0","40","0","0.0","132","0","0.0","139","0","0.0","271","003905","78","Angelina County","Kilgore","Diboll ISD","003","07"
"0","0.0","66","5","4.5","110",".",".",".","0","0.0","20",".",".",".","0","0.0","28","-","0.4","<300","0","0.0","263","5","1.0","524","0","0.0","18","-","1.2","<300","0","0.0","3",".",".",".","-","1.4","<300",".",".",".","-","0.5","<300","0","0.0","1","-","1.2","<100","-","1.3","<300","-","0.7","<300","5","1.0","524","003905","912","Angelina County","Kilgore","Diboll ISD","003","07"
"0","0.0","35","0","0.0","50",".",".",".",".",".",".",".",".",".","0","0.0","17","0","0.0","105","0","0.0","61","0","0.0","217",".",".",".","0","0.0","95","0","0.0","5",".",".",".","0","0.0","204","0","0.0","2","0","0.0","6",".",".",".",".",".",".","0","0.0","127","0","0.0","90","0","0.0","217","003906","712","Angelina County","Kilgore","Zavalla ISD","003","07"
"0","0.0","11","0","0.0","21",".",".",".",".",".",".",".",".",".","0","0.0","3","0","0.0","48",".",".",".","0","0.0","79",".",".",".","0","0.0","36","0","0.0","2",".",".",".","0","0.0","76",".",".",".","0","0.0","1",".",".",".",".",".",".","0","0.0","47","0","0.0","32","0","0.0","79","003906","78","Angelina County","Kilgore","Zavalla ISD","003","07"
"0","0.0","24","0","0.0","29",".",".",".",".",".",".",".",".",".","0","0.0","14","0","0.0","57","0","0.0","61","0","0.0","138",".",".",".","0","0.0","59","0","0.0","3",".",".",".","0","0.0","128","0","0.0","2","0","0.0","5",".",".",".",".",".",".","0","0.0","80","0","0.0","58","0","0.0","138","003906","912","Angelina County","Kilgore","Zavalla ISD","003","07"
"-","1.5","<200","-","2.9","<200",".",".",".","0","0.0","12","0","0.0","1","0","0.0","37","0","0.0","321","0","0.0","264","0","0.0","250","0","0.0","2","-","1.4","<300","0","0.0","7",".",".",".","-","0.7","<700","0","0.0","5","0","0.0","104","0","0.0","3","0","0.0","23","-","0.8","<400","-","0.3","<400","-","0.5","<800","003907","712","Angelina County","Kilgore","Central ISD","003","07"
"0","0.0","36","0","0.0","41",".",".",".","0","0.0","7","0","0.0","1","0","0.0","10","0","0.0","113",".",".",".","0","0.0","250","0","0.0","2","0","0.0","101","0","0.0","1",".",".",".","0","0.0","204",".",".",".","0","0.0","37","0","0.0","1","0","0.0","7","0","0.0","118","0","0.0","132","0","0.0","250","003907","78","Angelina County","Kilgore","Central ISD","003","07"
"-","2.0","<200","-","4.1","<100",".",".",".","0","0.0","5",".",".",".","0","0.0","27","0","0.0","208","0","0.0","264",".",".",".",".",".",".","-","2.2","<200","0","0.0","6",".",".",".","-","1.0","<500","0","0.0","5","0","0.0","67","0","0.0","2","0","0.0","16","-","1.2","<300","-","0.4","<300","-","0.8","<600","003907","912","Angelina County","Kilgore","Central ISD","003","07"
"-","2.0","<300","13","2.8","467","0","0.0","7","-","5.3","<100",".",".",".","0","0.0","79","12","1.4","859","5","1.2","427","18","1.1","1,612","0","0.0","16","15","2.0","755","0","0.0","24","0","0.0","2","9","1.0","885","0","0.0","8","-","1.3","<700","0","0.0","52","-","3.8","<100","6","0.8","738","12","1.4","874","18","1.1","1,612","004901","712","Aransas County","Corpus Christi","Aransas County ISD","004","02"
"0","0.0","67","-","0.6","<200","0","0.0","4","0","0.0","4",".",".",".","0","0.0","21","-","0.3","<400",".",".",".","-","0.2","<600","0","0.0","3","-","0.5","<300","0","0.0","5",".",".",".","0","0.0","274","0","0.0","1","-","0.4","<300","0","0.0","19","0","0.0","8","-","0.4","<300","-","0.0","<300","-","0.2","<600","004901","78","Aransas County","Corpus Christi","Aransas County ISD","004","02"
"-","2.9","<200","-","3.9","<400","0","0.0","3","-","6.7","<100",".",".",".","0","0.0","58","-","2.1","<600","5","1.2","427","-","1.6","<1,100","0","0.0","13","-","2.6","<600","0","0.0","19","0","0.0","2","9","1.5","611","0","0.0","7","-","1.8","<400","0","0.0","33","-","5.6","<100","-","1.0","<500","-","2.0","<600","-","1.6","<1,100","004901","912","Aransas County","Corpus Christi","Aransas County ISD","004","02"
"0","0.0","34","0","0.0","66",".",".",".","0","0.0","2","0","0.0","6","0","0.0","17","0","0.0","75","0","0.0","98","0","0.0","10",".",".",".","0","0.0","99","0","0.0","17",".",".",".","0","0.0","201","0","0.0","5","0","0.0","6","0","0.0","1","0","0.0","5","0","0.0","99","0","0.0","136","0","0.0","235","005901","712","Archer County","Wichita Falls","Archer City ISD","005","09"
"0","0.0","15","0","0.0","27",".",".",".","0","0.0","2",".",".",".","0","0.0","2","0","0.0","27",".",".",".","0","0.0","1",".",".",".","0","0.0","27","0","0.0","5",".",".",".","0","0.0","70","0","0.0","1","0","0.0","2",".",".",".","0","0.0","1","0","0.0","40","0","0.0","39","0","0.0","79","005901","78","Archer County","Wichita Falls","Archer City ISD","005","09"
"0","0.0","19","0","0.0","39",".",".",".",".",".",".","0","0.0","6","0","0.0","15","0","0.0","48","0","0.0","98","0","0.0","9",".",".",".","0","0.0","72","0","0.0","12",".",".",".","0","0.0","131","0","0.0","4","0","0.0","4","0","0.0","1","0","0.0","4","0","0.0","59","0","0.0","97","0","0.0","156","005901","912","Archer County","Wichita Falls","Archer City ISD","005","09"
"0","0.0","42","0","0.0","98",".",".",".",".",".",".",".",".",".","0","0.0","28","0","0.0","118","0","0.0","107","0","0.0","148",".",".",".","0","0.0","117","0","0.0","3",".",".",".","0","0.0","391","0","0.0","2","0","0.0","27",".",".",".","0","0.0","1","0","0.0","179","0","0.0","245","0","0.0","424","005902","712","Archer County","Wichita Falls","Holliday ISD","005","09"
"0","0.0","17","0","0.0","35",".",".",".",".",".",".",".",".",".","0","0.0","10","0","0.0","38",".",".",".","0","0.0","147",".",".",".","0","0.0","45","0","0.0","1",".",".",".","0","0.0","134","0","0.0","2","0","0.0","9",".",".",".","0","0.0","1","0","0.0","70","0","0.0","77","0","0.0","147","005902","78","Archer County","Wichita Falls","Holliday ISD","005","09"
"0","0.0","25","0","0.0","63",".",".",".",".",".",".",".",".",".","0","0.0","18","0","0.0","80","0","0.0","107","0","0.0","1",".",".",".","0","0.0","72","0","0.0","2",".",".",".","0","0.0","257",".",".",".","0","0.0","18",".",".",".",".",".",".","0","0.0","109","0","0.0","168","0","0.0","277","005902","912","Archer County","Wichita Falls","Holliday ISD","005","09"
"0","0.0","24","0","0.0","45","0","0.0","6","0","0.0","9",".",".",".","0","0.0","23","0","0.0","101","0","0.0","110","0","0.0","2","0","0.0","9","0","0.0","69","0","0.0","3",".",".",".","0","0.0","167","0","0.0","2","0","0.0","51",".",".",".",".",".",".","0","0.0","97","0","0.0","126","0","0.0","223","005904","712","Archer County","Wichita Falls","Windthorst ISD","005","09"
"0","0.0","6","0","0.0","15","0","0.0","3","0","0.0","5",".",".",".","0","0.0","8","0","0.0","40",".",".",".","0","0.0","1","0","0.0","5","0","0.0","26","0","0.0","2",".",".",".","0","0.0","59","0","0.0","1","0","0.0","21",".",".",".",".",".",".","0","0.0","40","0","0.0","43","0","0.0","83","005904","78","Archer County","Wichita Falls","Windthorst ISD","005","09"
"0","0.0","18","0","0.0","30","0","0.0","3","0","0.0","4",".",".",".","0","0.0","15","0","0.0","61","0","0.0","110","0","0.0","1","0","0.0","4","0","0.0","43","0","0.0","1",".",".",".","0","0.0","108","0","0.0","1","0","0.0","30",".",".",".",".",".",".","0","0.0","57","0","0.0","83","0","0.0","140","005904","912","Archer County","Wichita Falls","Windthorst ISD","005","09"
"0","0.0","19","-","6.9","<100","0","0.0","1","0","0.0","4","0","0.0","1","0","0.0","16","-","5.1","<100","-","1.4","<100","-","1.7","<200","0","0.0","4","-","2.2","<100","0","0.0","1",".",".",".","-","0.7","<200",".",".",".","-","11.1","<100",".",".",".","0","0.0","3","-","1.2","<100","-","2.2","<100","-","1.7","<200","006902","712","Armstrong County","Amarillo","Claude ISD","006","16"
"0","0.0","6","0","0.0","7",".",".",".",".",".",".",".",".",".","0","0.0","4","0","0.0","20",".",".",".","0","0.0","51",".",".",".","0","0.0","12",".",".",".",".",".",".","0","0.0","45",".",".",".","0","0.0","6",".",".",".",".",".",".","0","0.0","25","0","0.0","26","0","0.0","51","006902","78","Armstrong County","Amarillo","Claude ISD","006","16"
"0","0.0","13","-","9.1","<100","0","0.0","1","0","0.0","4","0","0.0","1","0","0.0","12","-","7.7","<100","-","1.4","<100","-","2.4","<200","0","0.0","4","-","2.9","<100","0","0.0","1",".",".",".","-","0.9","<200",".",".",".","-","16.7","<100",".",".",".","0","0.0","3","-","1.7","<100","-","3.1","<100","-","2.4","<200","006902","912","Armstrong County","Amarillo","Claude ISD","006","16"
"0","0.0","29","0","0.0","76","0","0.0","3","0","0.0","16",".",".",".","0","0.0","18","0","0.0","176","0","0.0","116","0","0.0","229","0","0.0","15","0","0.0","159",".",".",".",".",".",".","0","0.0","30",".",".",".","0","0.0","218",".",".",".",".",".",".","0","0.0","114","0","0.0","134","0","0.0","248","007901","712","Atascosa County","San Antonio","Charlotte ISD","007","20"
"0","0.0","8","0","0.0","33","0","0.0","1","0","0.0","7",".",".",".","0","0.0","3","0","0.0","60",".",".",".","0","0.0","78","0","0.0","7","0","0.0","57",".",".",".",".",".",".","0","0.0","11",".",".",".","0","0.0","77",".",".",".",".",".",".","0","0.0","41","0","0.0","47","0","0.0","88","007901","78","Atascosa County","San Antonio","Charlotte ISD","007","20"
"0","0.0","21","0","0.0","43","0","0.0","2","0","0.0","9",".",".",".","0","0.0","15","0","0.0","116","0","0.0","116","0","0.0","151","0","0.0","8","0","0.0","102",".",".",".",".",".",".","0","0.0","19",".",".",".","0","0.0","141",".",".",".",".",".",".","0","0.0","73","0","0.0","87","0","0.0","160","007901","912","Atascosa County","San Antonio","Charlotte ISD","007","20"
"0","0.0","74","10","5.9","169","0","0.0","6","0","0.0","5",".",".",".","0","0.0","53","7","2.3","304","-","1.6","<300","-","0.4","<300","0","0.0","4","-","2.2","<200","0","0.0","5",".",".",".","-","1.3","<300","0","0.0","1","-","2.6","<400","0","0.0","5","0","0.0","4","5","1.6","306","8","2.5","319","13","2.1","625","007902","712","Atascosa County","San Antonio","Jourdanton ISD","007","20"
"0","0.0","29","-","1.4","<100","0","0.0","1","0","0.0","1",".",".",".","0","0.0","21","0","0.0","129",".",".",".","-","0.4","<300","0","0.0","1","0","0.0","76","0","0.0","3",".",".",".","-","1.3","<100","0","0.0","1","0","0.0","156","0","0.0","2","0","0.0","1","-","0.0","<200","-","0.9","<200","-","0.4","<300","007902","78","Atascosa County","San Antonio","Jourdanton ISD","007","20"
"0","0.0","45","-","9.0","<200","0","0.0","5","0","0.0","4",".",".",".","0","0.0","32","7","4.0","175","-","1.6","<300",".",".",".","0","0.0","3","-","3.7","<200","0","0.0","2",".",".",".","-","1.4","<200",".",".",".","-","4.3","<300","0","0.0","3","0","0.0","3","-","2.8","<200","-","3.5","<300","-","3.1","<400","007902","912","Atascosa County","San Antonio","Jourdanton ISD","007","20"
